day,strain,species,treat,repl,density,size,phycoerythrin,chlorophyll,phycocyanin
3,2375,V,A,3,4251.22374537644,3.85534628432883,5.92724846527209,5.84525882382337,5.5362608894387
4,2375,V,A,3,4300.08804172607,3.99493325200806,6.14896117360019,5.9388595681834,5.59405237826293
5,2375,V,A,3,5094.11081762356,3.91871848021235,6.13845064080612,5.85395984080177,5.50212037920468
6,2375,V,A,3,7413.38095866224,3.93748510438264,6.34185346986378,5.91659287363829,5.57269792938254
7,2375,V,A,3,8926.02746348975,4.15384496101088,6.46959379406526,6.0572248952503,5.67793956024573
8,2375,V,A,3,12278.1591714088,3.84077769050265,6.19906430157078,5.87137719354268,5.48041510150072
9,2375,V,A,3,12999.9978894121,3.85798119268065,6.31367494145321,5.9322406271591,5.52441917287741
0,2375,V,AT,1,4377.79769949429,3.4839121790508,5.16211442457364,5.17970894051013,5.00744063589297
1,2375,V,AT,1,4633.74567835144,3.6501142353226,5.82997978764247,5.78042898705305,5.40755449477981
2,2375,V,AT,1,4333.5879166931,3.77038701441518,6.00888637095262,5.89882632981865,5.50614777642033
3,2375,V,AT,1,4796.32009639352,3.94555538898145,6.40065334183499,6.01694963298389,5.61752346644205
4,2375,V,AT,1,8384.74239206472,3.75495302389077,6.30680241351047,5.98469586220247,5.56878650929751
5,2375,V,AT,1,8891.9945107554,3.95683261960245,6.37661806089234,5.96146870171702,5.55392444453043
6,2375,V,AT,1,7425.66608194446,4.07959504051655,6.50028023315313,6.08542861498219,5.70902884451899
7,2375,V,AT,1,7455.24982004725,4.20345338056985,6.32663665787456,6.06282114258506,5.696500381533
8,2375,V,AT,1,7748.440560332,4.31523150568795,6.39891567461292,6.03786119753544,5.6706530651196
9,2375,V,AT,1,6475.97737948962,4.33174166087152,6.56648297570148,6.25743429555267,5.92705691744416
0,2375,V,AT,2,4489.44111794491,3.46428597221302,5.19656152014715,5.18710018213944,5.0076813179437
1,2375,V,AT,2,4706.35447255001,3.69945142122132,5.91820895113178,5.83554918385824,5.43561488024337
2,2375,V,AT,2,4688.46693932001,3.83551334590482,6.10957939291917,5.94343209844115,5.54345622469522
3,2375,V,AT,2,4843.02345637288,3.92323785948428,6.44346399034177,5.99732947176707,5.57728512422245
4,2375,V,AT,2,8797.0514516616,3.8001595118043,6.35844200359478,6.00996438883838,5.59227601188244
5,2375,V,AT,2,10321.7712439456,3.88297025500373,6.31490507885245,5.8935143169119,5.49275621361954
6,2375,V,AT,2,8659.72303216256,4.02813333762441,6.45632800534651,6.04258476084034,5.6719183276021
7,2375,V,AT,2,8672.85548253335,4.21120135460114,6.50075684383871,6.09101088760117,5.72660974040401
8,2375,V,AT,2,9946.56663803815,4.29297882397206,6.44208067250313,6.0185141101614,5.65647117452845
9,2375,V,AT,2,7619.43177594165,4.35957743533879,6.63501671814386,6.28840621153951,5.96837628913242
0,2375,V,AT,3,4426.39655405916,3.46991109070318,5.1926705178289,5.20357618533034,5.01357043041853
1,2375,V,AT,3,4831.78472484365,3.66616785149636,5.83397299737513,5.79431020510669,5.40403935946246
2,2375,V,AT,3,4538.55132876369,3.82535320959854,6.10728155162017,5.95294289659358,5.54735943476079
3,2375,V,AT,3,5394.47018305902,3.98270833333007,6.42230785332018,6.04210080318311,5.61574911968016
4,2375,V,AT,3,8779.64145563147,3.85011092307731,6.31854633415644,6.01735922971786,5.59573412302559
5,2375,V,AT,3,10104.3959651592,3.87907491386801,6.45001850810432,6.02668414707737,5.57501713648024
6,2375,V,AT,3,9668.95509658751,4.08463458057673,6.59827309994314,6.1471118134395,5.73398188887951
7,2375,V,AT,3,9969.74805033584,4.24724766192559,6.61338137962912,6.11730676026231,5.72316301882941
8,2375,V,AT,3,9481.78368792467,4.34619166265967,6.54751938009941,6.08680016503874,5.68482613023062
9,2375,V,AT,3,7758.48684779032,4.47459291419597,6.79449420438941,6.3374430642151,6.00190377735732
0,2375,V,C,1,4634.30745044133,3.70680122803419,5.50901410920181,5.27007143607359,4.95701097837345
1,2375,V,C,1,10400.6394049032,3.62253865205783,5.85917387584182,5.46786891154153,5.06257502580658
2,2375,V,C,1,16041.1840830822,3.4119697175995,5.72546814080858,5.28898439989197,4.88038568716382
3,2375,V,C,1,23327.8660237177,3.43795429125871,5.6709015101774,5.18396678220869,4.83098725696028
4,2375,V,C,1,29814.5046453696,3.6251222212632,5.61993975588236,5.12924062167458,4.80945186587331
5,2375,V,C,1,30313.1608667726,3.83489667533156,5.5429110583975,5.10707799282049,4.81446801431568
6,2375,V,C,1,29737.8981801662,3.88917270641986,5.51648722575518,5.18914093298187,4.90774881526339
7,2375,V,C,1,28475.7248169905,4.05178024252176,5.41518950939691,5.15201467079676,4.91198637892687
8,2375,V,C,1,29558.0372154312,4.24481196920392,5.26996854877159,5.03399561994076,4.8234141866406
9,2375,V,C,1,27347.4756375392,4.27827518789665,5.33831105194939,5.08376629085007,4.97383437079979
0,2375,V,C,2,4407.61597606609,3.75912232285684,5.57373265165617,5.30504758303439,4.98953414605084
1,2375,V,C,2,11691.9225969244,3.5922762128023,5.8010702355305,5.45213002458718,5.02908959041322
2,2375,V,C,2,16572.1293503984,3.41779878374761,5.76463339376161,5.3158055467417,4.88369398705659
3,2375,V,C,2,24264.4584573079,3.54778012446503,5.7117596327261,5.12962169358247,4.74986470736352
4,2375,V,C,2,32756.3939080659,3.58263070942918,5.51348579040489,5.04328031723624,4.70845298058626
5,2375,V,C,2,34015.3649932771,3.72351859717502,5.39018593775333,5.01938602164706,4.72071817053364
6,2375,V,C,2,35593.0343835381,3.78842499212111,5.44146780971892,5.12674434698693,4.85475567055142
7,2375,V,C,2,30018.7565587834,3.9838140012769,5.46125528960037,5.17709903497634,4.95652410745264
8,2375,V,C,2,33535.6230593928,4.16208307801997,5.32671266010539,5.01310009959205,4.80757642831505
9,2375,V,C,2,28428.6755699355,4.23048576153443,5.37532278653005,5.07153484330484,4.97461721956034
0,2375,V,C,3,4840.89896672466,3.73511028107212,5.52178446019013,5.28909480190153,4.98731253832133
1,2375,V,C,3,10502.2825265643,3.57629969694386,5.83249152764972,5.49612228272636,5.04828188544651
2,2375,V,C,3,15810.7729534336,3.41672911283587,5.76115615181574,5.31990465513963,4.88277284334017
3,2375,V,C,3,23180.765093752,3.6019210209632,5.65371746704231,5.16422792838919,4.79103471013713
4,2375,V,C,3,28192.9876485875,3.59789743847291,5.56073331493839,5.0922307126276,4.76602089323797
5,2375,V,C,3,31535.1097016495,3.72087630276917,5.48218182921603,5.04313726705501,4.74806554326629
6,2375,V,C,3,32772.194807475,3.71666524239533,5.46477485932255,5.11419567095393,4.85043073877418
7,2375,V,C,3,33764.8570833631,3.94362308595733,5.43401970904374,5.18271801652023,4.95450459966703
8,2375,V,C,3,30468.0692290782,4.10894878351219,5.28516961375096,5.02886304789697,4.81276753168515
9,2375,V,C,3,26801.1217616757,4.09670673953693,5.35348751129737,5.10221722735296,4.97757357340971
0,2375,V,T,1,5597.33379101109,3.59223952498641,5.64241716372463,5.39238826420655,4.9910897469709
1,2375,V,T,1,14482.4171645964,3.73939128483269,5.94200450922235,5.48625633015671,5.04105145905909
2,2375,V,T,1,26635.7320608464,3.33412914071141,5.64281746847576,5.10413231701636,4.68138628072234
3,2375,V,T,1,37749.6160291861,3.4061997725269,5.45971664802546,5.08356772358104,4.72227554099853
4,2375,V,T,1,35367.4191903209,3.72560503592174,5.62640251995685,5.13725091227852,4.82255093402787
5,2375,V,T,1,33788.5653131067,3.91111740654495,5.60995642090002,5.15238567745694,4.86838801019697
6,2375,V,T,1,33126.7603933945,3.92734512774117,5.46221335485336,5.24023867192136,4.98513628326924
7,2375,V,T,1,33192.687261716,4.07162693302184,5.34543706154418,5.14854159426241,4.9805322944464
8,2375,V,T,1,29359.251432934,4.14505234418769,5.27430308248526,5.04087537968089,4.89387561183615
9,2375,V,T,1,27812.2199236586,4.20180928648744,5.30638868587784,5.10833623025145,5.02863268078764
0,2375,V,T,2,5641.55186536434,3.58483998145831,5.62103762699096,5.37670300212153,4.97604895514885
1,2375,V,T,2,14570.8650929922,3.81304080698559,5.89016612118779,5.39592356365049,4.98288925588078
2,2375,V,T,2,26232.7081694092,3.37925344767486,5.56505867728562,5.07027256178191,4.70342856680538
3,2375,V,T,2,38600.9873153898,3.29460362984788,5.39676190798527,5.02825615173979,4.70244678656102
4,2375,V,T,2,34121.6861081767,3.61768514569569,5.46204105312065,5.03961689960539,4.76914318831947
5,2375,V,T,2,34830.742688905,3.80108034829102,5.40753416185442,5.10357366161782,4.85414616738422
6,2375,V,T,2,30303.3223553932,3.95130985147589,5.41075345639057,5.18838748890271,4.96971073446792
7,2375,V,T,2,29086.8762981119,4.10387151894729,5.25142817273942,5.14629699649891,5.02327156166021
8,2375,V,T,2,29624.6402608834,4.24440350802739,5.18021620110758,4.99550332252524,4.90012679969714
9,2375,V,T,2,25195.9120886662,4.24474008020213,5.23361851870603,5.08753681248647,5.04891591411382
0,2375,V,T,3,5495.0048586651,3.56051440692227,5.57512295844875,5.38534944874948,4.9763052914496
1,2375,V,T,3,14567.7068895868,3.78669222967555,5.91167845929282,5.42514483045635,5.00784059169613
2,2375,V,T,3,24272.3936499954,3.36365202031631,5.60269730651923,5.06614812961487,4.69845584736911
3,2375,V,T,3,33634.9142713173,3.35414435636095,5.52133425372777,5.08746796942966,4.75688158722857
4,2375,V,T,3,35200.1619116609,3.63276886625374,5.53450517922358,5.06524679337642,4.77277366177547
5,2375,V,T,3,38561.8454947665,3.86544713956363,5.51997803038141,5.11757150100156,4.85526127203502
6,2375,V,T,3,31093.5912256933,3.99237486127799,5.53399578022015,5.23745432602058,5.02553268769391
7,2375,V,T,3,32177.860454963,4.13863356128115,5.33177393576363,5.17615843624078,5.04955539476365
8,2375,V,T,3,32321.455702061,4.26278728268502,5.30279572808548,5.0170629440408,4.9126731743903
9,2375,V,T,3,26347.7979535338,4.18817525766203,5.31007581502406,5.07010810895129,5.04141210819366
0,2524,V,A,1,3738.00570821867,4.53965111614886,5.71164276475974,5.64334914973798,5.58659178846295
1,2524,V,A,1,3495.02753800103,4.63006397293376,6.30341943579022,5.85187552538282,5.80183502826829
2,2524,V,A,1,3311.50333422534,4.67377467115803,6.17039872850133,5.91371403035943,5.87078322880378
3,2524,V,A,1,3348.22737269437,4.78702562224441,6.27198178926623,5.91154844876706,5.87683820084854
4,2524,V,A,1,3183.17505771077,4.88681406474378,6.45955578689952,6.00470874827366,5.96680696242628
5,2524,V,A,1,2798.98750891854,4.9264740595562,6.3953940924118,6.01097575643059,5.97222053917864
6,2524,V,A,1,2568.05198616856,5.01928431391716,6.62771048991007,6.11425960153536,6.11056191318766
7,2524,V,A,1,2688.45940118397,5.03908832732566,6.50566062854683,6.0745644726041,6.06360109949957
8,2524,V,A,1,2681.59739574702,5.09756502136588,6.47009327976095,6.05295615276151,6.03614235389199
9,2524,V,A,1,2369.12116862474,5.14325099662789,6.63042329678592,6.20605792552774,6.2250943313566
0,2524,V,A,2,3685.64142986912,4.47680956348378,5.77397211074646,5.68101045618253,5.62426148703771
1,2524,V,A,2,3470.81419752216,4.63757523961103,6.2569362602884,5.8438534007021,5.81318799557797
2,2524,V,A,2,3359.31255363834,4.68084882895152,6.17224478616255,5.9233652869984,5.89442893268877
3,2524,V,A,2,3280.27239262666,4.69109685312618,6.12494739650601,5.98921703256932,5.93276881002066
4,2524,V,A,2,3437.78471363517,4.83907841707687,6.48192044570448,6.07082366334532,6.0185804948643
5,2524,V,A,2,3560.86321533973,4.86304994801303,6.57010115203336,6.15518909032238,6.1013833339806
6,2524,V,A,2,2587.44715162715,4.92951053604085,6.76081300928507,6.33568418541326,6.31896964472081
7,2524,V,A,2,2856.01592932995,5.01579987218336,6.65168058242344,6.23386201332611,6.18382630573984
8,2524,V,A,2,2926.03608096616,5.04366660046434,6.5952172650327,6.22178567212493,6.16226137009335
9,2524,V,A,2,2886.41975830654,5.07187743172309,6.71328166598889,6.34404755228454,6.3114505117347
0,2524,V,A,3,3535.29807031624,4.50876827880403,5.75680662726472,5.72869080091663,5.6868110947882196
1,2524,V,A,3,3483.63791011824,4.64168931086433,6.33664858377113,5.8679631732053,5.82759637620041
2,2524,V,A,3,3433.95379224292,4.64161725956966,6.2268965137307,5.89313856208361,5.8565722454894
3,2524,V,A,3,3206.10447597051,4.71915396724393,6.20342370962827,5.98584662384106,5.92666595058767
4,2524,V,A,3,3214.79955131654,4.839199723291,6.50867384968501,6.03697415127892,5.97371623937902
5,2524,V,A,3,2920.83330731127,4.82401776512257,6.61258878720132,6.1545275297204,6.1161746785841
6,2524,V,A,3,2378.15262791506,4.93522899883476,6.72725866758621,6.34602120970237,6.33744425303865
7,2524,V,A,3,2897.25838973076,5.03783026991372,6.68623547063943,6.2557925014602,6.2105063459777
8,2524,V,A,3,2617.86846816573,5.02422834664398,6.60113605261846,6.23323445055366,6.17978978459415
9,2524,V,A,3,2438.82455822527,5.06029909207851,6.73125100092186,6.37250861488639,6.33123221155863
0,2524,V,AT,1,3766.67081765623,4.41646836078604,5.71825754767593,5.69841490553588,5.67026091155951
1,2524,V,AT,1,3566.85037244689,4.49751294486881,6.38077178813711,5.84817353862005,5.83410830160988
2,2524,V,AT,1,3402.42715937918,4.56300293141831,6.45792542209491,5.82796708221084,5.80280213398203
3,2524,V,AT,1,3039.78584898601,4.60077885446184,6.50604645300212,5.91618118579379,5.92645520849269
4,2524,V,AT,1,2749.92902921378,4.55665614121895,6.55190052351878,6.0131157116693,6.03588859198334
5,2524,V,AT,1,2373.36740239749,4.43771675885326,6.47284376570632,6.04315558774438,6.07450221534884
6,2524,V,AT,1,2064.97333545797,4.48199780688214,6.4866965936629,6.13097637932456,6.21299229392962
7,2524,V,AT,1,1916.96243970185,4.40247762787003,6.37981156904951,6.07693787339682,6.13932743077426
8,2524,V,AT,1,1487.65797868586,4.34606033869883,6.35626548147947,6.03099947081717,6.07719431822396
9,2524,V,AT,1,1338.20050040108,4.41255065672597,6.40986724571527,6.13588253080599,6.20252204411072
0,2524,V,AT,2,3736.81332929739,4.40497576361672,5.71956433684368,5.6917837698965,5.65284760754189
1,2524,V,AT,2,3517.55635477036,4.54175578988691,6.39573156105942,5.89254598770841,5.86210583515537
2,2524,V,AT,2,3460.79199532655,4.50050132338734,6.44339934036418,5.81656561861462,5.78274683654245
3,2524,V,AT,2,3218.65243602444,4.56386399715051,6.49406549221119,5.91218564758455,5.89210558279113
4,2524,V,AT,2,2944.47048203747,4.51741016739445,6.54318186630863,5.99485132770459,6.0181927835397
5,2524,V,AT,2,2675.17386222448,4.42939884428885,6.50714567234496,6.05597953597687,6.0952292247259
6,2524,V,AT,2,2391.70190663183,4.47427964847236,6.51392552208335,6.12122350215441,6.19534732402647
7,2524,V,AT,2,1979.80542267939,4.32070419596653,6.41202736739026,6.08616219681926,6.14659057024122
8,2524,V,AT,2,1848.17498809697,4.35873974260242,6.36795784331215,6.07590813633926,6.12370018644503
9,2524,V,AT,2,1651.37690504596,4.32740065424451,6.39432816841065,6.09851704852285,6.18035154597767
0,2524,V,AT,3,3698.97543623312,4.36684332075326,5.79541819905968,5.68574918518236,5.63185567469809
1,2524,V,AT,3,3959.86440329861,4.47313973081224,6.23928250516317,5.83860866465892,5.84189385108941
2,2524,V,AT,3,3371.4627792532,4.53967244072059,6.52353287535042,5.88160739499985,5.84427656725265
3,2524,V,AT,3,3081.20769307039,4.56207643000552,6.51968689503803,5.95670644257428,5.94830072429707
4,2524,V,AT,3,2951.13933162054,4.50681569145753,6.54686294254691,5.99264762297442,6.0020316015624
5,2524,V,AT,3,2678.33956126975,4.52062007820393,6.55478250837899,6.11085426674026,6.15891275464884
6,2524,V,AT,3,2436.60132365802,4.54161465752595,6.55895453902249,6.1694776049942,6.25016971564029
7,2524,V,AT,3,2180.068852781,4.49391754052481,6.51461415855857,6.16428365048554,6.22168703969004
8,2524,V,AT,3,2137.47241619276,4.4235927534534,6.454551802064,6.11833849549186,6.16208323847314
9,2524,V,AT,3,1773.18040135799,4.41524609616063,6.46970856880565,6.1682771393672,6.25763256822732
0,2524,V,C,1,3783.87178474825,4.84369064701928,5.90403842778843,5.70508500882229,5.60725444139229
1,2524,V,C,1,8438.94827520302,4.34874634432949,5.90121636744277,5.62211202780624,5.48678398334751
2,2524,V,C,1,10072.3940915697,4.18456311897678,5.86936247748957,5.53221933704534,5.39195038392596
3,2524,V,C,1,14003.7532801888,4.3006455032952,5.78679856441904,5.52996335900386,5.42802329963451
4,2524,V,C,1,17596.6049579637,4.53075152923141,5.72648991225418,5.51419668363299,5.40204319011737
5,2524,V,C,1,15828.813378392,4.79347249630843,5.52988701560297,5.52139441044921,5.40178648975842
6,2524,V,C,1,15034.4620732746,4.88911599494995,5.64951367471921,5.68216757549479,5.57223004863257
7,2524,V,C,1,15784.4906559361,4.96764992674192,5.80781818447899,5.58751016681333,5.53131056781437
8,2524,V,C,1,13998.7406359624,5.00809100414145,5.90111119778748,5.49773866004281,5.47547955586063
9,2524,V,C,1,11461.8527125536,5.04382150183288,6.00016170419301,5.59123073805084,5.67453850158206
0,2524,V,C,2,3488.43338169048,4.85160720255743,5.85343733004092,5.69190233945749,5.61753692702187
1,2524,V,C,2,7593.21099063902,4.36595305985687,5.91982102459308,5.67562250305591,5.50066499732742
2,2524,V,C,2,10569.8056915584,4.21165469726413,5.93370487932555,5.58586459262093,5.44584028513567
3,2524,V,C,2,14383.8584857342,4.30582267191661,5.69693889852087,5.44998673397116,5.33369873226466
4,2524,V,C,2,15569.7731834752,4.58346819763944,5.63594066054097,5.49328579184684,5.36609404189571
5,2524,V,C,2,16280.4354049427,4.79241211885035,5.50334159028754,5.49558972203727,5.379074746855
6,2524,V,C,2,15889.5017138867,4.77468264045882,5.50408290938262,5.5437909983896,5.43534180804964
7,2524,V,C,2,14160.5647927239,4.92923464201321,5.70063509445231,5.53130266624849,5.46668197816347
8,2524,V,C,2,14085.9535467699,4.9945465887415,5.90064205434803,5.49853127696851,5.47511730166104
9,2524,V,C,2,11943.1303898071,5.05392929789745,6.07500416670753,5.62154559740217,5.72403464560408
0,2524,V,C,3,3651.54955291534,4.86484485167962,5.83661532252428,5.69506189564111,5.61753888316393
1,2524,V,C,3,6809.95896278395,4.41174312751308,5.78626799644327,5.65868063179209,5.50263472126349
2,2524,V,C,3,9868.22793015534,4.25191915657494,5.86375777430421,5.59307033210746,5.44031554800549
3,2524,V,C,3,13311.0718549582,4.2939098760709,5.67784972858989,5.4563653903648,5.35776565898663
4,2524,V,C,3,16488.3309897701,4.48049724524713,5.5900156062758,5.53510331301927,5.42167696918259
5,2524,V,C,3,16470.1525527279,4.7353036634599,5.5271078531454,5.58598189532703,5.470972294745
6,2524,V,C,3,16148.2074212823,4.77671788099456,5.57947465487413,5.67660783545685,5.56737480785948
7,2524,V,C,3,13930.2978432224,4.98711104246977,5.8363466016539,5.64940927337767,5.59099676775814
8,2524,V,C,3,12596.2908539614,5.04372916621312,5.92061937258481,5.59087902706475,5.56379870966557
9,2524,V,C,3,9971.00298696731,5.06546593032401,6.13171260988911,5.72630800512244,5.81543235155301
0,2524,V,T,1,4820.11560844029,4.51120373035443,5.95735778776301,5.71197160756259,5.59724950487461
1,2524,V,T,1,12558.2231063854,4.19965332220009,5.97369769642143,5.62342470716336,5.51582234824213
2,2524,V,T,1,19703.4417373077,3.97955754491608,5.70090723709521,5.40237442115134,5.2545281141561
3,2524,V,T,1,22789.3009218288,4.48181801927703,5.66202655680054,5.5303499032355,5.43951224492526
4,2524,V,T,1,25309.5982918979,4.57357736291781,5.63420300374294,5.42011058446415,5.31740890509901
5,2524,V,T,1,27977.1406571664,4.84912062163801,5.76701038720267,5.46493486047904,5.37110453035286
6,2524,V,T,1,23100.2217752806,4.92549712423898,5.9363959513627,5.52456976565133,5.52021012943707
7,2524,V,T,1,21262.1729369019,5.07082561731042,5.89227696587121,5.45685690016198,5.59770150015092
8,2524,V,T,1,20422.8044092728,5.08689914173679,5.85981764392563,5.33749900936707,5.51360682437834
9,2524,V,T,1,18249.6299629625,5.07249814566551,5.81430320860266,5.41793987949117,5.6789093242412
0,2524,V,T,2,4623.65925263379,4.50404868622948,5.87531388119216,5.66621396221305,5.56020727414471
1,2524,V,T,2,13364.5782593497,4.16222637528404,5.87268612836592,5.52584651565913,5.46392937108384
2,2524,V,T,2,19460.2177825905,3.96178581832529,5.68313127231338,5.35677935546739,5.23102146289571
3,2524,V,T,2,21308.4778078781,4.37212726059252,5.61234904425512,5.45800010535597,5.3661990194318
4,2524,V,T,2,23967.0305692764,4.71419086228993,5.63724584324216,5.46982019823312,5.37967971295167
5,2524,V,T,2,22768.309952621,4.95512245674974,5.86008586851509,5.47354065453338,5.43068233109881
6,2524,V,T,2,22525.4620784128,5.02184956447751,6.03812693371788,5.51119419461159,5.6262105637321
7,2524,V,T,2,19851.0769178921,5.1161258493671,5.82725353779026,5.40125931732198,5.60965809508462
8,2524,V,T,2,21304.5386649319,5.11604685777599,5.76676825889815,5.2921975585228,5.51531134049651
9,2524,V,T,2,21071.1618217205,5.12553736381461,5.63959155234603,5.2873496276054,5.59432287707726
0,2524,V,T,3,4848.91489191365,4.53649979015517,5.91580059353393,5.72648396566659,5.60254230725306
1,2524,V,T,3,12333.6412246404,4.16302310504411,5.75761008409937,5.4892231653081,5.43864505491083
2,2524,V,T,3,17250.6564490052,4.02553103499942,5.72179786131234,5.41157215636023,5.32716892779281
3,2524,V,T,3,19320.5539096799,4.45156863199926,5.6822391346367,5.60386704278238,5.52143812165734
4,2524,V,T,3,28052.9763750912,4.44305499986834,5.67472656568192,5.42102235393322,5.35543356027908
5,2524,V,T,3,26669.2156550657,4.78182402812367,5.61831336522413,5.4299091916407,5.36885714475151
6,2524,V,T,3,25888.9781749271,4.82204738554527,5.79817653285946,5.50459856467149,5.48704201548064
7,2524,V,T,3,21640.683325464,5.01538646228783,5.91892768255932,5.47850700759072,5.62484437826054
8,2524,V,T,3,24505.7745781486,5.04415777004126,5.90500337747704,5.38014421305202,5.54402661452407
9,2524,V,T,3,19149.7386247458,5.00933496881588,5.84034456120918,5.45099701527298,5.69576178649263
